id,target_name,start_date,end_date,national,units,territory,ce area,zone_id,db_id,db_code,db_name,sku_id,sku_code,sku_name,TargetQty(Case),TargetQty(Pcs)
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,52,1000010,Banijja Vander 1,15,77,Mirinda Orange 1000 ml (PET),236,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,52,1000010,Banijja Vander 1,16,12,7up 207 ml (GRB),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,52,1000010,Banijja Vander 1,17,11,7up 250 ml (GRB),109,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,52,1000010,Banijja Vander 1,18,16,7up 500 ml (PET),2080,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,52,1000010,Banijja Vander 1,19,177,7up 400 ml (PET),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,52,1000010,Banijja Vander 1,20,130,7up 250 ml (PET),779,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,52,1000010,Banijja Vander 1,21,171,7up 250 ml (CAN),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,52,1000010,Banijja Vander 1,22,76,7up 1000 ml (PET),2560,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,52,1000010,Banijja Vander 1,23,86,7up 2000 ml (PET),1619,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,52,1000010,Banijja Vander 1,24,20,7up light 500 ml (PET),23,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,52,1000010,Banijja Vander 1,25,174,Can Combo 250ml (CAN),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,52,1000010,Banijja Vander 1,26,15,Mountain Dew 200 ml (GRB),222,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,52,1000010,Banijja Vander 1,27,132,Mountain Dew 250 ml (PET),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,52,1000010,Banijja Vander 1,28,46,Mountain Dew 500 ml (PET),125,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,52,1000010,Banijja Vander 1,29,173,Mountain Dew 250 ml (CAN),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,52,1000010,Banijja Vander 1,30,179,Mountain Dew 400 ml (PET),254,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,52,1000010,Banijja Vander 1,31,155,Aquafina 500ml,256,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,52,1000010,Banijja Vander 1,32,159,Aquafina 1500ml,91,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,52,1000010,Banijja Vander 1,33,51,Mango Slice 250 ml (GRB),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,52,1000010,Banijja Vander 1,34,85,Pepsi 2000 ml (PET),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,52,1000010,Banijja Vander 1,35,96,Evervess Club Soda 500 ml (PET),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,53,100000212,New Rakib Enterprise,1,2,Pepsi 207 ml (GRB),75,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,53,100000212,New Rakib Enterprise,2,1,Pepsi 250 ml (GRB),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,53,100000212,New Rakib Enterprise,3,161,Pepsi 500 ml (PET),130,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,53,100000212,New Rakib Enterprise,4,176,Pepsi 400 ml (PET),180,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,53,100000212,New Rakib Enterprise,5,75,Pepsi 1000 ml (PET),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,53,100000212,New Rakib Enterprise,6,129,Pepsi 250 ml (PET),998,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,53,100000212,New Rakib Enterprise,7,169,Pepsi 250 ml (CAN),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,53,100000212,New Rakib Enterprise,8,10,Pepsi Diet 500 ml (PET),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,53,100000212,New Rakib Enterprise,9,170,Pepsi Diet 250 ml (CAN),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,53,100000212,New Rakib Enterprise,10,22,MOrange200(GRB),295,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,53,100000212,New Rakib Enterprise,11,26,Mirinda Orange 500 ml (PET),2390,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,53,100000212,New Rakib Enterprise,12,178,Mirinda Orange 400 ml (PET),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,53,100000212,New Rakib Enterprise,13,131,Mirinda Orange 250 ml (PET),616,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,53,100000212,New Rakib Enterprise,14,172,Mirinda Orange 250 ml (CAN),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,53,100000212,New Rakib Enterprise,15,77,Mirinda Orange 1000 ml (PET),563,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,53,100000212,New Rakib Enterprise,16,12,7up 207 ml (GRB),142,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,53,100000212,New Rakib Enterprise,17,11,7up 250 ml (GRB),137,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,53,100000212,New Rakib Enterprise,18,16,7up 500 ml (PET),3717,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,53,100000212,New Rakib Enterprise,19,177,7up 400 ml (PET),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,53,100000212,New Rakib Enterprise,20,130,7up 250 ml (PET),1745,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,53,100000212,New Rakib Enterprise,21,171,7up 250 ml (CAN),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,53,100000212,New Rakib Enterprise,22,76,7up 1000 ml (PET),2234,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,53,100000212,New Rakib Enterprise,23,86,7up 2000 ml (PET),2524,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,53,100000212,New Rakib Enterprise,24,20,7up light 500 ml (PET),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,53,100000212,New Rakib Enterprise,25,174,Can Combo 250ml (CAN),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,53,100000212,New Rakib Enterprise,26,15,Mountain Dew 200 ml (GRB),136,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,53,100000212,New Rakib Enterprise,27,132,Mountain Dew 250 ml (PET),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,53,100000212,New Rakib Enterprise,28,46,Mountain Dew 500 ml (PET),26,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,53,100000212,New Rakib Enterprise,29,173,Mountain Dew 250 ml (CAN),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,53,100000212,New Rakib Enterprise,30,179,Mountain Dew 400 ml (PET),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,53,100000212,New Rakib Enterprise,31,155,Aquafina 500ml,876,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,53,100000212,New Rakib Enterprise,32,159,Aquafina 1500ml,676,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,53,100000212,New Rakib Enterprise,33,51,Mango Slice 250 ml (GRB),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,53,100000212,New Rakib Enterprise,34,85,Pepsi 2000 ml (PET),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,53,100000212,New Rakib Enterprise,35,96,Evervess Club Soda 500 ml (PET),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,54,1000656,Siraj Traders,1,2,Pepsi 207 ml (GRB),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,54,1000656,Siraj Traders,2,1,Pepsi 250 ml (GRB),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,54,1000656,Siraj Traders,3,161,Pepsi 500 ml (PET),169,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,54,1000656,Siraj Traders,4,176,Pepsi 400 ml (PET),120,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,54,1000656,Siraj Traders,5,75,Pepsi 1000 ml (PET),113,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,54,1000656,Siraj Traders,6,129,Pepsi 250 ml (PET),875,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,54,1000656,Siraj Traders,7,169,Pepsi 250 ml (CAN),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,54,1000656,Siraj Traders,8,10,Pepsi Diet 500 ml (PET),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,54,1000656,Siraj Traders,9,170,Pepsi Diet 250 ml (CAN),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,54,1000656,Siraj Traders,10,22,MOrange200(GRB),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,54,1000656,Siraj Traders,11,26,Mirinda Orange 500 ml (PET),2104,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,54,1000656,Siraj Traders,12,178,Mirinda Orange 400 ml (PET),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,54,1000656,Siraj Traders,13,131,Mirinda Orange 250 ml (PET),102,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,54,1000656,Siraj Traders,14,172,Mirinda Orange 250 ml (CAN),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,54,1000656,Siraj Traders,15,77,Mirinda Orange 1000 ml (PET),253,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,54,1000656,Siraj Traders,16,12,7up 207 ml (GRB),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,54,1000656,Siraj Traders,17,11,7up 250 ml (GRB),340,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,54,1000656,Siraj Traders,18,16,7up 500 ml (PET),2063,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,54,1000656,Siraj Traders,19,177,7up 400 ml (PET),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,54,1000656,Siraj Traders,20,130,7up 250 ml (PET),1317,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,54,1000656,Siraj Traders,21,171,7up 250 ml (CAN),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,54,1000656,Siraj Traders,22,76,7up 1000 ml (PET),2177,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,54,1000656,Siraj Traders,23,86,7up 2000 ml (PET),2210,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,54,1000656,Siraj Traders,24,20,7up light 500 ml (PET),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,54,1000656,Siraj Traders,25,174,Can Combo 250ml (CAN),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,54,1000656,Siraj Traders,26,15,Mountain Dew 200 ml (GRB),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,54,1000656,Siraj Traders,27,132,Mountain Dew 250 ml (PET),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,54,1000656,Siraj Traders,28,46,Mountain Dew 500 ml (PET),21,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,54,1000656,Siraj Traders,29,173,Mountain Dew 250 ml (CAN),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,54,1000656,Siraj Traders,30,179,Mountain Dew 400 ml (PET),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,54,1000656,Siraj Traders,31,155,Aquafina 500ml,234,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,54,1000656,Siraj Traders,32,159,Aquafina 1500ml,53,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,54,1000656,Siraj Traders,33,51,Mango Slice 250 ml (GRB),0,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,54,1000656,Siraj Traders,34,85,Pepsi 2000 ml (PET),51,
42,17-Apr,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka North ,CE_Bormi/Sreepur,27,54,1000656,Siraj Traders,35,96,Evervess Club Soda 500 ml (PET),0,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Lalbagh,32,55,1000566,Vhai Vhai Enterprise,1,2,Pepsi 207 ml (GRB),93,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Lalbagh,32,55,1000566,Vhai Vhai Enterprise,2,1,Pepsi 250 ml (GRB),0,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Lalbagh,32,55,1000566,Vhai Vhai Enterprise,3,161,Pepsi 500 ml (PET),172,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Lalbagh,32,55,1000566,Vhai Vhai Enterprise,4,176,Pepsi 400 ml (PET),124,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Lalbagh,32,55,1000566,Vhai Vhai Enterprise,5,75,Pepsi 1000 ml (PET),42,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Lalbagh,32,55,1000566,Vhai Vhai Enterprise,6,129,Pepsi 250 ml (PET),512,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Lalbagh,32,55,1000566,Vhai Vhai Enterprise,7,169,Pepsi 250 ml (CAN),0,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Lalbagh,32,55,1000566,Vhai Vhai Enterprise,8,10,Pepsi Diet 500 ml (PET),0,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Lalbagh,32,55,1000566,Vhai Vhai Enterprise,9,170,Pepsi Diet 250 ml (CAN),0,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Lalbagh,32,55,1000566,Vhai Vhai Enterprise,10,22,MOrange200(GRB),97,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Lalbagh,32,55,1000566,Vhai Vhai Enterprise,11,26,Mirinda Orange 500 ml (PET),2629,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Lalbagh,32,55,1000566,Vhai Vhai Enterprise,12,178,Mirinda Orange 400 ml (PET),0,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Lalbagh,32,55,1000566,Vhai Vhai Enterprise,13,131,Mirinda Orange 250 ml (PET),124,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Lalbagh,32,55,1000566,Vhai Vhai Enterprise,14,172,Mirinda Orange 250 ml (CAN),0,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Lalbagh,32,55,1000566,Vhai Vhai Enterprise,15,77,Mirinda Orange 1000 ml (PET),1058,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Lalbagh,32,55,1000566,Vhai Vhai Enterprise,16,12,7up 207 ml (GRB),87,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Lalbagh,32,55,1000566,Vhai Vhai Enterprise,17,11,7up 250 ml (GRB),0,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Lalbagh,32,55,1000566,Vhai Vhai Enterprise,18,16,7up 500 ml (PET),3362,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Lalbagh,32,55,1000566,Vhai Vhai Enterprise,19,177,7up 400 ml (PET),0,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Lalbagh,32,55,1000566,Vhai Vhai Enterprise,20,130,7up 250 ml (PET),712,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Lalbagh,32,55,1000566,Vhai Vhai Enterprise,21,171,7up 250 ml (CAN),0,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Lalbagh,32,55,1000566,Vhai Vhai Enterprise,22,76,7up 1000 ml (PET),2934,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Lalbagh,32,55,1000566,Vhai Vhai Enterprise,23,86,7up 2000 ml (PET),1959,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Lalbagh,32,55,1000566,Vhai Vhai Enterprise,24,20,7up light 500 ml (PET),39,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Lalbagh,32,55,1000566,Vhai Vhai Enterprise,25,174,Can Combo 250ml (CAN),0,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Lalbagh,32,55,1000566,Vhai Vhai Enterprise,26,15,Mountain Dew 200 ml (GRB),158,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Lalbagh,32,55,1000566,Vhai Vhai Enterprise,27,132,Mountain Dew 250 ml (PET),0,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Lalbagh,32,55,1000566,Vhai Vhai Enterprise,28,46,Mountain Dew 500 ml (PET),0,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Lalbagh,32,55,1000566,Vhai Vhai Enterprise,29,173,Mountain Dew 250 ml (CAN),0,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Lalbagh,32,55,1000566,Vhai Vhai Enterprise,30,179,Mountain Dew 400 ml (PET),97,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Lalbagh,32,55,1000566,Vhai Vhai Enterprise,31,155,Aquafina 500ml,0,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Lalbagh,32,55,1000566,Vhai Vhai Enterprise,32,159,Aquafina 1500ml,0,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Lalbagh,32,55,1000566,Vhai Vhai Enterprise,33,51,Mango Slice 250 ml (GRB),24,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Lalbagh,32,55,1000566,Vhai Vhai Enterprise,34,85,Pepsi 2000 ml (PET),21,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Lalbagh,32,55,1000566,Vhai Vhai Enterprise,35,96,Evervess Club Soda 500 ml (PET),0,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Indira Road,42,56,100000712,Eva Enterprise,1,2,Pepsi 207 ml (GRB),905,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Indira Road,42,56,100000712,Eva Enterprise,2,1,Pepsi 250 ml (GRB),62,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Indira Road,42,56,100000712,Eva Enterprise,3,161,Pepsi 500 ml (PET),822,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Indira Road,42,56,100000712,Eva Enterprise,4,176,Pepsi 400 ml (PET),297,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Indira Road,42,56,100000712,Eva Enterprise,5,75,Pepsi 1000 ml (PET),108,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Indira Road,42,56,100000712,Eva Enterprise,6,129,Pepsi 250 ml (PET),2190,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Indira Road,42,56,100000712,Eva Enterprise,7,169,Pepsi 250 ml (CAN),0,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Indira Road,42,56,100000712,Eva Enterprise,8,10,Pepsi Diet 500 ml (PET),58,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Indira Road,42,56,100000712,Eva Enterprise,9,170,Pepsi Diet 250 ml (CAN),0,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Indira Road,42,56,100000712,Eva Enterprise,10,22,MOrange200(GRB),278,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Indira Road,42,56,100000712,Eva Enterprise,11,26,Mirinda Orange 500 ml (PET),3360,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Indira Road,42,56,100000712,Eva Enterprise,12,178,Mirinda Orange 400 ml (PET),0,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Indira Road,42,56,100000712,Eva Enterprise,13,131,Mirinda Orange 250 ml (PET),297,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Indira Road,42,56,100000712,Eva Enterprise,14,172,Mirinda Orange 250 ml (CAN),0,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Indira Road,42,56,100000712,Eva Enterprise,15,77,Mirinda Orange 1000 ml (PET),743,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Indira Road,42,56,100000712,Eva Enterprise,16,12,7up 207 ml (GRB),730,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Indira Road,42,56,100000712,Eva Enterprise,17,11,7up 250 ml (GRB),83,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Indira Road,42,56,100000712,Eva Enterprise,18,16,7up 500 ml (PET),1957,
42,Apr-17,01-04-17,30-04-17,National,Dhaka North Unit,TDM Dhaka Central ,CE_Indira Road,42,56,100000712,Eva Enterprise,19,177,7up 400 ml (PET),0,
